S.NO,tweet,sentiment
4318,samuel david mallard blacklivesmatt,negatvue
4319,fox13seattl potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstco31pxptbv9a,negative
4320,narr love letter regardless cast nation chao global crise may feel seen httpstcoggb6pjff4b,negative
4321,watch world greatest rapper httpstcosvthfh33nu gay free mafsau grammyaward httpstcoodqjds9nm0,negative
4322,islamophobia u start trump tweet perpetu long histori equat muslim wit httpstcouu9wla2dwx,negative
4323,ding pennstat blacklivesmatt justiceforal,negative
4324,overcom racial inequ must confront histori eji org httpstcoqzapccfa1n blacklivesmatt criticalracetheori,negative
4325,insid 6m mansion blm reportedli bought donat fund httpstcoar5kqtdvdf via nypost httpstcoct7c6n9i0f,negative
4326,whole fact mod step said anyth wast w tukteknft better httpstcop56up6zylr,negat ve
4327,write book thebutterflyjungl act balm devast real life circumst even th httpstcopio0hx7f6v,negative
4328,potu potu vp speakerpelosi theblackcaucu repair damag countri inflict still inflict httpstcoheairthy4v,negatcve
4329,speakerpelosi potu barackobama potu vp speakerpelosi theblackcaucu repair damag countri httpstcodfis86otad,negative
4330,joncoopertweet potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstcoewdbdyi00d,negative
4331,let remov racist cp talk blm blacklivesmatt calgari httpstco5k8dhn93zw,negative
4332,anyway suggest click link video that part actual directli relat specifi httpstco5gsi0ys0mj,negative
4333,time defundtheselbyvillepolic blacklivesmatt,negatvee
4334,contempl age begin convers alreadi past due start talk wi httpstcoo7qb7oi7r8,negative
4335,jmalone502 booker4ki dont get tell noth tweet concern evil anc httpstcopuwutugqbl,negative
4336,tue jun 02 2020 kansa citi missouri coupl pepperspray woman knock unconsci man blind rubber bul httpstcofb99pcroti,negative
4337,world go potu secblinken chriscoon sfrcdem senateforeign un httpstcow0apn0jfq6,negative
4338,year ago cowork say amus perplex saw someon say black live matter httpstco2lvnwkkbnp,negative
4339,blacklivesmatt buy 6 million la home httpstcorftf4fig2i via lamag,negative
4340,jmalone502 booker4ki yeah denial amp delusion real worri evil world amp blac httpstcon2xhhic8xm,negative
4341,blacklivesmatt fuck org said,negative
4342,white privileg privileg enough think white privileg whiteprivileg blacklivesmatt blm racism,negative
4343,occupydemocrat potu vp speakerpelosi theblackcaucu repair damag countri inflict still httpstco3el7w8yxxb,negative
4344,call blackman oper blackman stand peopl ad list fault httpstco6thovm9hr,negative
4345,say got separ movement founder blacklivesmatt,positive
4346,three leader social justic movement black live matter secretli bought swanki southern california mansi httpstcokmjw0d2vcx,negative
4347,tducklo potu vp speakerpelosi theblackcaucu repair damag countri inflict still infli httpstcoorqul6jf4n,negative
4348,justic way weallbelongtoeachoth blacklivesmatt httpstcotnaruip9ob,negative
4349,liberalchick iff alllivesmatt real world outrag happen tigray httpstcodflvspvbo6,negative
4350,want creat resolut inclus creat black santa eye see colorbaron davi httpstcocwj49fh0br,negative
4351,ding ding ding ding ding ding ding amp ding ding amp ding ding ding pennstat blacklivesmatt justiceforal,negative
4352,willi tillman saytheirnam blacklivesmatt,negatvle
4353,new podcast biraci live usa spreaker biraci blacklivesmatt multiethn nation httpstcovxi90zzkt,negative
4354,impact valu patriss khancullor call terrorist black live matt httpstcog4lyfb19y9,negative
4355,notthehelp breakingbrown man beta sheep puppet im smart wise enough know ado organi httpstco0aj4mvjzz,negative
4356,defund malagapolic blacklivesmatt,negatvue
4357,twoamerica ukrainewar attack blacklivesmatt httpstcoorbaqjjqzg,negative
4358,democrat kind peopl democrat love amp fierc protect aggress en httpstconyrwdqrrqo,negative
4359,holi shit none woman acknowledg 6m hous includ 6500 sq ft pool multipl fireplac httpstcosy0h0ojr4q,negative
4360,tanisha anderson saytheirnam blacklivesmatt,negatvie
4361,bbcworld msnbc gopcocaineorgi rupertmurdoch foxnew amp ceo goprussianasset foxnew suzanna javanka httpstco16piffbf1d,negative
4362,still support peopl amp promot merchandis amp signag asham g httpstcowudyswfink,negative
4363,cnn gop foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset foxnew channel suz httpstco3zujglubca,negatpve
4364,fedoratrad popehat nonprofit homestead real estat commonli use invest vehicl legal httpstcokfxwpi5nxa,negatvpe
4365,bbcworld msnbc gop foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset foxnew c httpstcol5zkiwm9fj,negative
4366,blacklivesmatt movement never 1 leader matter fact never probabl never one big l httpstcovxyip6jg0z,negative
4367,admit your hook amp cant explain addict want see pig explain onlin harrass jud httpstconlml9ccdgi,negative
4368,sun may 31 2020 columbu ohio woman shot hand wooden bullet watch httpstcoefz5sso3hc columbusohio httpstcoq54sair83h,negative
4369,imag show pimp drive cadillac tell differ thread blacklivesmatt httpstcoq1ltbzpum1,negative
4370,notefromself neokefka 99 one blacklivesmatt twitter bio suppos black live matter chri rock life,negative
4371,white privileg u dont even realiz much take g httpstcon5slh1j9xa,negatuve
4372,victor duffi jr saytheirnam blacklivesmatt,negatvte
4373,nuzzl tedwheel portlandpolic even text work httpstconl9nihgpqp,negative
4374,impost edit say blacklivesmatt mean race matter,negative
4375,ye white peoplerais son lie teenag girl love asshol like matt blacklivesmatt httpstcoznegp8iixw,negative
4376,writer childrensbook also teacher parent amp lgbtqia alli support blacklivesmatt amp httpstcod5whrpry7p,negative
4377,black live matter founder accus use donat buy 6 million mansion 20car garag httpstcoqd0apmrn0d,negative
4378,goodnight nerd rememb blacklivesmatt transrightsarehumanright wearamask,positive
4379,black live matter bought 6 million home donat report blacklivesmatt look like convent c httpstcoxn28cm15n,negative
4380,apartheid work billionair paypal founder trump backer peter thiel said book claim fin24 cdnpoli httpstcoqtenouw0rf,negative
4381,black live matter leader purchas 6 million properti donat fund blacklivesmatt look like co httpstco1quvblgavm,negative
4382,black live matter 6m california hous draw scrutini blacklivesmatt look like convent center httpstcospm2u9dgzj,negative
4383,thing separ color laundri color ethnic endrac blacklivesmatt httpstco1qsqqkgcjq,negative
4384,aranganathan72 loser r hollowbrain theacademi oscar amp recordingacad grammi none fratern c httpstcovlahma8obt,negative
4385,daniidk hrw amnesti secblinken usambun usambun potu realli believ blacklivesmatt httpstco35puvthcqv,negative
4386,latstett clarifi mean mani peopl get fuck piss thing misund httpstcomtd1cd9l9i,negative
4387,tri warn peopl shit didnt believ u chudwatch blacklivesmatt defendpdx httpstcoagx4n6wa5q,negative
4388,ding ding ding ding ding ding ding ding ding amp ding ding pennstat blacklivesmatt justiceforal,negative
4389,livelifejoyful2 goplead mexican libtard rhino blacklivesmatt muslim poor peopl lgbtq httpstcouwcatrb4k6,negative
4390,blacklivesmatt homelesslivesmatt togeth withlovefromhollywood httpstcoa1kafma4e4,negative
4391,pa philli miss miss amberalert missingchild missingchild simjiemorrison 12 year old boy contact httpstcorjsjoriwjc,negative
4392,your one republican fell blacklivesmatt fraud 2020 that disqualifi httpstco7cgq4cxtbj,negative
4393,sylvil smith saytheirnam blacklivesmatt,negatvve
4394,defund starbuckpolic blacklivesmatt,negatvue
4395,breonna taylor blacklivesmatt,negatvoe
4396,blacklivesmatt tigrayanlivesmatt barackobama michelleobama oprah gaylek nimaelbagir tigray ne httpstco1mytwwyhn7,negative
4397,pictur 6 million home lili white neighborhood purchas shell compani own blac httpstcolw77edbufd,negative
4398,isabelrosso2 un comentario racista good thing u blacklivesmatt honestli know httpstcobpens7krwh,negative
4399,tom cotton boy hide wh bunker safest place plane blacklivesmatt peac protest meanw httpstcozp8vljnyxn,negative
4400,perform emot freemason domest tragedi amp theater shame httpstcoltgjmflbst via youtub httpstcouwojmjfuyi,negative
4401,blackwomen dont age evolv get tshirt today 28free ship protectblackwomen blacklivesmatt httpstcowedphcshca,negative
4402,tom cotton boy hide wh bunker safest place plane blacklivesmatt peac protest mean httpstco2zjcd9frvx,negative
4403,faith hope ground receiv 100 donat mani ignor comment peopl wi httpstcog3roztcda6,negative
4404,one want talk blm blacklivesmatt httpstcozvrd20ed7n,positive
4405,mon aug 24 2020 portland oregon offic bludgeon protest pepper spray spray crowd watch httpstcojkf10twe48,negative
4406,sketch beauti man blm blacklivesmatt blackisbeauti lock african africanart digitalart httpstcodlvremd86h,negative
4407,tom cotton boy hide wh bunker safest place plane blacklivesmatt peac protest meanw httpstcoye1e3hzmzm,negative
4408,blackwomen dont age evolv get tshirt today 28free ship protectblackwomen blacklivesmatt httpstcomntmqmfavh,negative
4409,disgust black black violenc smith class prison cancelwillsmith httpstcoywqv67wea7,negative
4410,unfortun understand neg aspect tom cotton point racist claim racism httpstcozcmm0dzzmf,negative
4411,know let white supremacist still keep nofilibust democraci blacklivesmatt httpstconennmexhhc,negative
4412,idc blacklivesmatt bought fund seen mega church pastor amp larg chariti founder li httpstco3easeldpox,negative
4413,thecjperri color downstair hair blacklivesmatt cryptocurr corlu viru say httpstconiavt5ol8c,negative
4414,time defundthemenahgapolic blacklivesmatt,negatvee
4415,live matter blmblacklivesmatt,negative
4416,secblinken ukrainian white tigreanethiopian black see ic respons fyi child httpstcog4ugzrfi0,negative
4417,well guess blacklivesmatt,negatvle
4418,chrisvanhollen black tigreanethiopia child die due lack food ethiopian govt block humanitar httpstcociw9bn0e4a,negative
4419,eleven film nomin webbi award americanwoman everi job america dude get paid httpstcovsakzxbsq,negatcve
4420,overlay done drzill3zt smallstream twitchaffili twitchstream warzon apexlegend trovo httpstcowb3io5urul,negattve
4421,gamer get sick theme badg game hmu twitch smallstream twitchstream apexlegend httpstcokibjldf8pn,negattve
4422,make sure regist vote risk lose much httpstcov3jwuv8m7p,negative
4423,ding ding ding ding ding ding ding ding ding amp ding pennstat blacklivesmatt justiceforal,negative
4424,russiaukrain situat caus heat divis peopl war blacklivesmatt,negatvse
4425,new articl alert one nhl perform activ around blacklivesmatt first httpstcodhookd0d90,negative
4426,time defundthebaxterpolic blacklivesmatt,negatvee
4427,serious upset stab back everyon anyon fought blacklivesmatt httpstcop5wnacov0a,negative
4428,realli wish peopl would stop use misgend weapon attack ie cale blmblacklivesmatt httpstcoprhstmva9v,negative
4429,black live matter essenti tshirt httpstcogko7mqshho black live matter today everi day httpstcoggi6sywlmz,negative
4430,blacklivesmatt human civil thrive long way cave tip african contin lucki httpstco2gvgnazmb7,negatove
4431,bbcworld cnn london cnnsotu confirmationhear msnbc big dog russian dick fukrcarlson amp foxnew tren httpstcotttyy96os1,negative
4432,patrissecullor blacklivesmatt found activist say articl fals baseless attack sinc long httpstcoquwce5kqwo,negat ve
4433,maddow bitcoin cnn elizabethwarren manchin covid 19 msnbc pelosi greennewd blacklivesmatt aoc httpstco4kpgyec0na,negative
4434,text black 310 272 5438 download app blacktwitt blacklivesmatt melanin blackempower httpstcozvyya9dg8o,negative
4435,bbcworld murdochguttermedia msnbc gopcocaineorgi foxnewsfascistpropaganda rupertmurdoch foxnew amp httpstcoelifq1avzb,negative
4436,bbcworld cnn amp msnbc gop saygayanyway foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo httpstcoxunp6ohhom,negatyve
4437,bbcworld cnn amp msnbc gop saygayanyway foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo httpstcoaz1txxsgwg,negatyve
4438,black live matter essenti tshirt httpstco8rhdpohkjr black live matter today everi day httpstcowmlimbsmxw,negative
4439,black live matter essenti tshirt httpstcoaql9yvczt9 black live matter today everi day httpstcoalqe857ht2,negative
4440,given peopl realiz blacklivesmatt org blm movement 2 differ thing,negatvee
4441,bbcworld cnn amp msnbc gop saygayanyway foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo httpstco3oo1rbcpc2,negative
4442,david farragut born otd 1801 rememb order damn torpedo full speed ahead issu httpstco6kdolmmuqd,negative
4443,mario wood blacklivesmatt,negatvie
4444,blm blacklivesmatt blm buy larg mansion,positive
4445,blacklivesmatt live larg donationsth sprawl 6 million mansion bought blm losangel ho httpstco765nrhdkqz,negathve
4446,idgaf mani member nft worth toler racism nft nftcommun httpstcov5vtg9iymh,negative
4447,femrooney meikl want say pictur want say love planet iii corona httpstcoczqighdema,negative
4448,sign even wish peac night sleep may guard goodnight httpstcouoobz2tgf8,negative
4449,speakerpelosi plea drop sanction black peopl africa black live matter blacklivesmatt,negatvae
4450,guess im member tukteknft anymor either member make racist comment mod stop httpstcogbybyswhnt,negattve
4451,want cri one b blackfath blacklivesmatt trend viral tiktok httpstco4jxqgzk0yf,negative
4452,blacklivesmatt blm spent 6 million donat money buy call safe place estat wow im glad httpstcog81jhgj3i1,negative
4453,nft sale 0003 eth httpstcox1wqareh7 nftcommun nftartist ukrain woman 406 httpstcosv47iqz3k4,negative
4454,think new york magazin articl 6m mansion purchas black live matter blacklivesmatt,negatvne
4455,say name kiont desean spencer 20160226 blacklivesmatt,negate
4456,video die black intergener impact racism segreg w professor vernellia randal httpstcohzadlymliz,negative
4457,ding ding ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,negative
4458,bbcworld goprussianasset foxnewsfascistpropaganda rupertmurdoch foxnew amp ceo goprussianasset httpstcox6bbvuzko,negative
4459,allinwithchri wonder geniu explain javanka made 64o million 4 year didnt k httpstcor0mw9gnf9g,negative
